Restaurant,cleaned_text
Ishin Japanese Dining,best japanese dinning ever
Ishin Japanese Dining,best japanese food ever love wagyu much excited cod fish sperm price high valuable
Ishin Japanese Dining,nice place food
Ishin Japanese Dining,feel relaxing enjoyable environment restaurant beside food serve also good freshly cook menu tradition japanese style lot healthy ingredient encourage feel relaxing enjoyable environment restaurant beside food serve also good freshly cook menu tradition japanese style lot healthy ingredient encourage people outside want try japanese food ishin restaurant best choice ever
Ishin Japanese Dining,food excellent especially sashimi nice ambience service bit problem parking free jockey available visit
Ishin Japanese Dining,food fresh delicious service good
Ishin Japanese Dining,first time bad
Ishin Japanese Dining,nice environment bit pricey food good
Ishin Japanese Dining,food quite fresh
Ishin Japanese Dining,great dinner food fresh good quality disappointed course dinner include chawanmushi japanese ambience restaurant great service good however cocktail drink great dinner food fresh good quality disappointed course dinner include chawanmushi japanese ambience restaurant great service good however cocktail drink extremely pricey contain alcohol menu tablet complete missed offering seasonal menu item restaurant also free valet parking
Ishin Japanese Dining,still maintained reputation since last visit year ago embedded positive lasting impression head food nd experience pleasant say least combination great food still maintained reputation since last visit year ago embedded positive lasting impression head food nd experience pleasant say least combination great food service never go wrong still give enough credit seafood salad skillfully crafted dressing umami enough hint wasabi enough highlight freshness ingredient
Ishin Japanese Dining,translated google environment good food fresh delicious translated google environment good food fresh delicious original
Ishin Japanese Dining,translated google ingredient fresh service good original
Ishin Japanese Dining,mixed order twice service slow food quality amount money spend could get better quality service elsewhere
Ishin Japanese Dining,one best premium japanese seafood service chart ambience calm soothing valueble pricing delicious high quality freshness food variation portion enough losen belt must try least experience
Ishin Japanese Dining,food good good atmosphere mango unagi maki definitely go salmon lunch set also quite worth portion salmon getting definitely come back
Ishin Japanese Dining,love freshness sashimi attentive service everything else taste yummy price bit steep average joe
Ishin Japanese Dining,food really good large portion especially tei set cost rm parking free valet park car
Ishin Japanese Dining,okay good thing place valet parking front service waiter attentive environment great comfy private nice date place okay good thing place valet parking front service waiter attentive environment great comfy private nice date place great thing quality food price somewhat affordable sashimi etc quality red tuna definitely lower grade say fresh soft squishy feel fish defrosted prawn sashimi alright fresh sweet place tasted like lower quality item guess match price sushi roll well extremely soggy seaweed feel easy fix overall okay par fine dining japanese restaurant
Ishin Japanese Dining,great place japanese dining fresh ingredient nice ambience food variety price slight high end worth food
Ishin Japanese Dining,great taste generous portion well trained staff
Ishin Japanese Dining,nice
Ishin Japanese Dining,dinner quality food great think portion could slightly larger justify high price food ordered great except chocolate ice cream looked tasted low end dinner quality food great think portion could slightly larger justify high price food ordered great except chocolate ice cream looked tasted low end service wonderful absolutely top notch team attentive courteous plus free car parking service always convenient
Ishin Japanese Dining,nice environment delicious food need worry parking provide jockey service free
Ishin Japanese Dining,great food
Ishin Japanese Dining,tried set lunch decent sized lunch set affordable price ala carte good choice wide enough taste palate private room upstairs need booked one table tried set lunch decent sized lunch set affordable price ala carte good choice wide enough taste palate private room upstairs need booked one table chair without chair sit normal tatami shoe accomodate adult good service clean parking limited though valet attendant enjoy
Ishin Japanese Dining,food fresh juicy
Ishin Japanese Dining,food bad soy sauce salty suggest use quality brand sauce sake price pricey
Ishin Japanese Dining,great service average food price really really high compare place
Ishin Japanese Dining,sushi fresh set ok
Ishin Japanese Dining,food service amazing
Ishin Japanese Dining,good environmeny service
Ishin Japanese Dining,fantastic food big portion excellent service recommend
Ishin Japanese Dining,cosy warmth welcoming dining experience helpful waiter waitress giving best waiting option salmon sashimi good beef tepanyaki set best set served perfect taste medium cook make reservation dining expect waiting time
Ishin Japanese Dining,freash fish fair price
Aliyaa,good food
Aliyaa,translated google restaurant satisfying enough know start commenting little hesitant time booking due poor understanding sri lankan food satisfied translated google restaurant satisfying enough know start commenting little hesitant time booking due poor understanding sri lankan food satisfied meal first food delicious description food properly provided waiter enjoy food appetizer main dessert also adjusted eaten appropriate amount food taste service great cocktail also delicious difficult make reservation make reservation enter restaurant original
Aliyaa,delicious hopper made homely tastefully decorated
Aliyaa,amazing lamprais ever ever best sri lanka tried malaysia murton die great food great ambiance aliyaa aliyakl lamprais bestinkl
Aliyaa,one experience try
Aliyaa,love place hard get reservation weekend make realize buzz food quite spicy way like wide range item even vegetarian
Aliyaa,food good service excellent
Aliyaa,price bit high side service great
Aliyaa,good food great ambiance knowledge able helpful staff
Aliyaa,good variety authentic sri lankan dish spicey delicious toddy must try sweet refreshing mutton varaval brinjal poreal coconut chambal onion chinni chambal accompaniment mouthwatering good variety authentic sri lankan dish spicey delicious toddy must try sweet refreshing mutton varaval brinjal poreal coconut chambal onion chinni chambal accompaniment mouthwatering idiappam bit dry sothi watery forget try pal appam absolutely fantastic good service pleasant ambience however bit pricey make sure money pocket full ready hefty bill end
Aliyaa,excellent everything
Aliyaa,delicious sri langkan food curry giant prawn must try chicken sweet sour authentic sri langkan though overall good food
Aliyaa,overall moderate rating restaurant food chicken varuval dry spicy priced rm per serving big kid meal fried rice consist dried chicken piece tasteless sweet appam rm overall moderate rating restaurant food chicken varuval dry spicy priced rm per serving big kid meal fried rice consist dried chicken piece tasteless sweet appam rm piece plain white rice rm nandu rasam rm small portion top list item expensive
Aliyaa,idlis chutney delicious sambar must visit
Aliyaa,best sri lankan restaurant exceptional service delicious food
Aliyaa,good food comfortable ambience
Aliyaa,excellent sri lankan cuisine cosy environment dish well flavoured spiced balanced manner dessert also superb try papadum basket come unique dip starter apom gr way finish meal
Aliyaa,fine dine sri lankan food ordered vegetarian dish everything delicious dish tad spicy please inform spice tolerance quite happy service worth visit yes definitely price wise special occasion joint
Aliyaa,expensive yes worth yes go yesss
Aliyaa,bad day afternoon aliyaa restaurant filipino hostess know answer question asking table hard understand soo annoying made feel bad bad service soo badly bad service
Aliyaa,good food superb atmosphere
Aliyaa,good food
Aliyaa,crab cake sweet appam divine usual good sri lankan fare good service try mutton bone peratal well disappointed
Aliyaa,food service superb appam fantastic
Aliyaa,spicy good
Aliyaa,must try crab
Aliyaa,lovely ambience food simply loved appams
Aliyaa,food great worth
Aliyaa,great food attentive service
Aliyaa,sweet appums wonderful signature crab fantastic atmosphere good
Aliyaa,good sri lankan
Aliyaa,food good way priced
Aliyaa,best sri lankan food
Aliyaa,good quality food delicious great atmosphere excellent service
Aliyaa,hot liking worth price
Aliyaa,food good service
Aliyaa,best appam
Aliyaa,love sri lankan food even aliyaa must malaysia super helpful attentive staff willing explain menu help order really creative cocktail traditional unique love sri lankan food even aliyaa must malaysia super helpful attentive staff willing explain menu help order really creative cocktail traditional unique ingredient food world ambience gorgeous cosy yet classy highly recommend lamprais seasonal okra sweet appam absolute must
Aliyaa,translated google best sri lankan dish ever authentic rich variety sri lankan food japan spicy delicious translated google best sri lankan dish ever authentic rich variety sri lankan food japan spicy delicious table illuminance choice bgm volume carefully considered loved visiting kl store expecting good service kl customer service good kind look forward hearing bgm playlist original bgm kl kl bgm
Aliyaa,mesmerising
Aliyaa,good unique indian food staff attentive lamb curry tasty ask little spicy hot hot
Aliyaa,loved surely visit place soon extra word service expectation
Aliyaa,amazing sri lankan food bit overpriced make sure save special treat
Aliyaa,good place
Aliyaa,spicy food ask town
Aliyaa,go theie amazing crab curry slightly expensive side make sure reserve table go
Aliyaa,best sri lankan restaurant kl excellent service friendly staff love mutton bone paratal sweet appam
Aliyaa,sweet appam must
Aliyaa,definitely place enjoy good sri lankan food
Aliyaa,celebrated anniversary opted vegetarian option rich food takeaway cuz full haha decent experience staff attentive enough nice offer compensation experience gave discount snack
Aliyaa,food ambiance service amazing aliyaa fish curry eggplant show stopper highly recommended
Aliyaa,food n service great little expensive
Aliyaa,ahhhhhh sir lankan food delicious restaurant bar awesome
Aliyaa,wonderful culinary experience
Aliyaa,reading lot great review place plus one best restaurant malaysia hesitation finally giving try last night sure set expectation high turn reading lot great review place plus one best restaurant malaysia hesitation finally giving try last night sure set expectation high turn everything tasted quite mediocre despite water supply everything served plastic container understood taste wise honestly thought nothing amazing ordered aliyaa experience could try signature dish turn fish curry almost tasteless chicken tough prawn normal lamb like mamak curry lamb highlight night sweet apom verdict high rating place guarantee best food happy aliyaa mixed rice experience coming back guess
Aliyaa,really yummy food good service
Aliyaa,great environment good service little pushy expensive item menu cracker rm refill soup good diluted much taste main dish awesome however mojito sour standard
Aliyaa,clean nice ambience awesome paal appam
Aliyaa,little expensive worth money tiger prawn curry damn good
Aliyaa,one wonderful meal staff restaurant always attentive would check time time jaffna curry crab super delicious remember tell waiter adjust level spice take anything spicy overall amazing experience
Aliyaa,nice environment specially delicious food decent friendly staff loved place
Aliyaa,superb food service
Aliyaa,mehedi nice guy attentive good recommendation amma style tiger prawn good
Aliyaa,delicious sri lankan cuisine bit spicy dish taste flavor wonderful good service
Aliyaa,overpriced table bad conditionwater leaking air con
Aliyaa,translated google v v pricy original v v pricy
Aliyaa,excellent food awesome service
Aliyaa,mutton tough fatty ambience good generally overpriced
Aliyaa,sri lankan cuisine good ambience waiter attentive well versed food portion though rather small price grouse plus fact food second time around current covid time tasty
Aliyaa,best appom
Aliyaa,ohhhhh yesssss good usually like strong curry food aliyaa spice perfect ohhhhh yesssss good usually like strong curry food aliyaa spice perfect crab fresh tasty went twice already time level amazing service yumminess food consistent highly recommend stop checking review make reservation alrreadyyyyy
Aliyaa,great sri lankan food
Aliyaa,loved favorite place work day jalan batai place shrank however palate remains exquisite still favorite ranked among others
Aliyaa,good taste
Aliyaa,food tasty flavourful different spice taste indian food love specially cocktail waiter attentive helpful suggesting menu come back try sri lankan crab
Aliyaa,scrumptious meal great service must try appams crab curry dish little pricey liking
Aliyaa,excellent food breaking fast menu delicious
Aliyaa,food good though spicy
Aliyaa,great food atmosphere
Aliyaa,one favourite restaurant kl unpretentious space great service tasty spicy food love almost everything menu favourite dish banana leaf wrap fried rice cant remember exact name sorry lamb curry sri lankan thick black curry crab
Aliyaa,good authentic sri lankan food
Aliyaa,superb sri lankan restaurant great cuisine service selection dish curry choice go meat excellent lankan crab curry must try highly recommended like curry spice apam superb sri lankan restaurant great cuisine service selection dish curry choice go meat excellent lankan crab curry must try highly recommended like curry spice apam egg delightful crispy shell soft egg middle vadia cracker bit hard chew
Aliyaa,worth moneybest sri lanka foodrecommended p since april
Aliyaa,lamprais highly recommended sunday
Aliyaa,exceptional food exceptional service
Aliyaa,appam best ever
Aliyaa,great service reasonable price drink good hangout spot
Aliyaa,restaurant focus dining brings food one one fried putu mayam tasty different twist classic condiment came papadom delicious man dish crab curry restaurant focus dining brings food one one fried putu mayam tasty different twist classic condiment came papadom delicious man dish crab curry really flavourful mutton dish forgotten name absolutely divine dessert die apom manis us sugar sri lanka make authentic delectable
Aliyaa,beautiful srilankan food great ambience service new go great food mutton dish amazing want try whole menu
Aliyaa,regret one best restaurant town get aliyaa experience rm per pax min person super duper good ask kitchen tone spiciness sri lankan food originally spicy definitely revisit
Aliyaa,never tried sri lankan food food aliyaa anything go highly recommend place period
Aliyaa,pricey especially tiger prawnsfood good
Aliyaa,best sri lanka food
Aliyaa,born sri lanka never tried sri lankan food even though first experience must say loved food tasted delicious staff polite caring fine born sri lanka never tried sri lankan food even though first experience must say loved food tasted delicious staff polite caring fine restaurant high class flavour greatly combined surely back return kuala lumpur
Aliyaa,tried aliyaa experience set taste great something never
Aliyaa,wonderful service delicious food
Aliyaa,food really good service could better
Aliyaa,nice
Aliyaa,try fish curry
Aliyaa,good food small serving bit pricey good ambiance
Aliyaa,food decent hospitsble food portion little price
Aliyaa,easy find parking
Aliyaa,good sri lankan dish n good range cocktail
Aliyaa,today good day disappointed lady staff aliyaa passing suddenly saw angry terrible face rude know respect customer today good day disappointed lady staff aliyaa passing suddenly saw angry terrible face rude know respect customeri expect hired lousy waitress like better go next door good staff smiling face staff rather aliyaa waitress
Aliyaa,good sri lankan fare
Aliyaa,food top price first last visit extremely small portion actually tell many piece meat going get come exactly nothing less nothing
Aliyaa,place awesome sri lankan fare come price
Aliyaa,sweet apam coconut milk must
Aliyaa,went dinner date boyfriend saturday night restaurant crowded still called reserve case went dinner date boyfriend saturday night restaurant crowded still called reserve case restaurant atmosphere nice love lighting decoration u first time order aliyaa experience try food nice kind set menu new customer food nice portion right person u like dessert much even full main course price reasonable nice experience would definitely come back
Vin's Restaurant,nice ambient however limited choice food
Vin's Restaurant,food exquisite rich flavour
Vin's Restaurant,good food ambiance
Vin's Restaurant,restaurant quite famous kuala lumpur food service also good
Vin's Restaurant,must try signature curry mutton n chicken
Vin's Restaurant,best gin town
Vin's Restaurant,amazing food ambiance friendly staff great neighbourhood restaurant bar
Vin's Restaurant,great table service good attention paid request vegetarian
Vin's Restaurant,ok
Vin's Restaurant,delicious food cozy atmosphere love place
Vin's Restaurant,really wonderful place dine went celebrate girlfriend birthday warmly greeted server special shoutout sujan attentive need food delicious even prepared really wonderful place dine went celebrate girlfriend birthday warmly greeted server special shoutout sujan attentive need food delicious even prepared homemade cake specially celebration overall wonderful experience girlfriend definitely return place soon
Vin's Restaurant,great food great service fully recommend vin drink something eat
Vin's Restaurant,food
Vin's Restaurant,food service great
Vin's Restaurant,nice lunch menu featuring freshly made pasta liked proportion swiss brown mushroom butter linguine space dessert regret
Vin's Restaurant,translated google bad restaurant fraud done saying food halal halal staff also bad preparing meal late translated google bad restaurant fraud done saying food halal halal staff also bad preparing meal late original restoran yang sangat teruk dan penipuan di lakukan menyatakan makanan adalah halal tapi semua tidak halal staff anda juga sangat teruk menyediakan sepanan terlalu lambat
Vin's Restaurant,seems like happening place good service great mutton fried rice spicy prawn pasta nice ambience
Vin's Restaurant,asked old fashioned cocktail told bartender dont sell anymore could clearly see ingredient bar anyway bartender recommended something similiar ordered instead received drink asked old fashioned cocktail told bartender dont sell anymore could clearly see ingredient bar anyway bartender recommended something similiar ordered instead received drink fly inside told bartender proceeded take fly serve drink back finally got hint offered make new one peep apology place used favourite mine sad see quality diminish
Vin's Restaurant,food nice setback service slow possible due lack staff kinda noisy
Vin's Restaurant,relaxed chill restaurant dark lighting great place small gathering friend family chat staff nice polite helpful recommending food drink food ok relaxed chill restaurant dark lighting great place small gathering friend family chat staff nice polite helpful recommending food drink food ok ordered different appetizer pizza share calamari improved sauce soften much longer crispy pizza delicious drink ok price average
Vin's Restaurant,came variety time food terrific food well offered yet also scrumptious
Vin's Restaurant,amazing food friendly floor staff one fav go restaurant gluten free option even gluten free version taste good
Vin's Restaurant,good selection wine popular region little bit pricey nice atmosphere
Vin's Restaurant,oh food delicious good wine selection food indian italian fusion pizza pasta great definitely repeat customer also room top booked party got good vibe
Vin's Restaurant,always great choice good food good selection drink friendly attentive staff nice ambience easily business dinner event
Vin's Restaurant,went group taste excellent fantastic extraordinaryambience music bit loud kindly turned volume upon went group taste excellent fantastic extraordinaryambience music bit loud kindly turned volume upon requestprice bit high side knowing cost price making meal suggest make slightly bigger portionservice good waiter chef constantly ask feedback regarding food go back think twice even special occasion birthday
Vin's Restaurant,delicious cuisine good service try relaxing inviting velvet lounge upstairs
Vin's Restaurant,fine dining
Vin's Restaurant,serf good italian dish pizza fantastic also decently good selection whisky offered serf good italian dish pizza fantastic also decently good selection whisky offered glass good place good food chat drink
Vin's Restaurant,really nice food friendly staff
Vin's Restaurant,great service
Vin's Restaurant,food good service adequate
Vin's Restaurant,awesome
Vin's Restaurant,good food good ambience
Vin's Restaurant,saw kitchen worker coming kitchen wearing mask well waiter wearing mask cover mouth nose critical period food super slow took min food arrive however food taste good
Vin's Restaurant,excellent food service friendly staff consistent year must emphasise cosy ambience
Vin's Restaurant,truly class fine dining best
Vin's Restaurant,memorable christmas lunch december turkey done perfection homemade sangria berry beer
Vin's Restaurant,great food friendly staff wing awesome
Vin's Restaurant,mushroom pizza must try
Vin's Restaurant,fantastic food portion small music bit loud get turned despite request recommend seafood
Vin's Restaurant,awesome food got mutton curry perfectly slow cooked
Vin's Restaurant,food great staff friendly
Vin's Restaurant,never fails disappoint good food good service good beer easy brainer chill try food
Vin's Restaurant,great food service celebrating wife birthday family special thanks max hospitality
Vin's Restaurant,bit pricey worth food good recommended
Vin's Restaurant,food tasty especially lamb
Vin's Restaurant,good service nice environment also good food
Vin's Restaurant,great private party
Vin's Restaurant,pricy portion served
Vin's Restaurant,great ambiance amazing food reasonable price starter main incredible dessert perfect christmas dinner would love come great date night place
Vin's Restaurant,nice staff affordable drink like upstairs outdoor section
Vin's Restaurant,food great staff really accommodating pizza nice light bit pricey good food convenient location worth parking plentiful around
Vin's Restaurant,came new year lunchveneto crab cake came new year lunchveneto crab cake good must try mesti side sauce go yum yumssouth island lamb good meaty taste good vegetable side dish hugemushroom soup creamy rich super likedchocolate lava cake good alsoaglio olio tasted plain added chilli flake still good like aglio olio spicy ok pasta tried previous visit good personally go aglio olio
Vin's Restaurant,great restaurant vibe environment everything went well time though service friendly helpful price affordable cheap expensive provender really great tasty suit romantic fining dinner highly recommend
Vin's Restaurant,good food way expensive
Vin's Restaurant,try chicken tikka tapa dish good
Vin's Restaurant,great food like creative menu pasta something experience experience however marred presence noisy diner music tad loud say though went place great food like creative menu pasta something experience experience however marred presence noisy diner music tad loud say though went place christmas therefore may bigger usual gathering go back quieter time
Vin's Restaurant,good vibe good food nice neighborhood place
Vin's Restaurant,food nice staff friendly good place hang price reasonable
Vin's Restaurant,came birthday celebration service amazing kept checking u make sure well served price reasonable menu definitely come back
Vin's Restaurant,great food drink friendly staff
Vin's Restaurant,great entertaining good fusion grub
Vin's Restaurant,cozy place
Vin's Restaurant,fantastic dining experience order recommended waiter disappoint seafood meat fresh cooked right portion bit small sharing price high side still worth visit though
Vin's Restaurant,wonderful dinner friend
Vin's Restaurant,vin restaurant cozy looking place decent food went served fresh pasta nice tasty staff helpful quite willing explain dish star well duck salmon vin restaurant cozy looking place decent food went served fresh pasta nice tasty staff helpful quite willing explain dish star well duck salmon pasta read duck bacon lead think crisp skin make like bacon woefully short tasted anything little chewy salmon caper actually made griny taken make pasta taste better also waiter helpful far close kept touching phone good covid time waiter broke plate twice hour saving grave chocolate cake tasty different good way nice way end evening
Vin's Restaurant,love grill chicken cili padi
Vin's Restaurant,food great service good however one lady server kinda annoying told
Vin's Restaurant,awesome food
Vin's Restaurant,good food
Vin's Restaurant,mutton briyanj used better still good
Vin's Restaurant,would given star service slow food slow drink food price unreasonable
Vin's Restaurant,seeing crowded quite time today decided let try however even get chance try cause one serve u since sat even told waiter help u clean table ya seeing crowded quite time today decided let try however even get chance try cause one serve u since sat even told waiter help u clean table ya minute sitting still one serving u decided leave time guy came serve right away ok maybe deserve served dinner
Vin's Restaurant,ricotta avocado salad lovely fresh
Vin's Restaurant,gluten free pasta good scare ordered gluten free seafood pasta food arrived blown gluten free pasta good scare ordered gluten free seafood pasta food arrived blown away delicious pretty much indistinguishable normal pasta fact good worried gave wrong order haha waiter helped check confirmed fact correct adverse reaction eating either indeed wonderful gluten free pasta ever date would definitely recommend seafood pasta duck fat pasta would love try gluten free pizza next time often see gluten free option malaysia thank vin giving u celiacs gluten intolerant people option eat picture cause excited finished everything fast haha
Vin's Restaurant,restaurant cum bar friendly curly mustache captain clear breathing non smoking area quick food service nice ambience music tone nice chit chat new chef serving good fushion food served house tomato top cheese restaurant cum bar friendly curly mustache captain clear breathing non smoking area quick food service nice ambience music tone nice chit chat new chef serving good fushion food served house tomato top cheese spoon spicy creamy chicken masala freshly baked bread think crust extra spicy marinated chicken pizza tender juicy slice duck bread slice pasta thick spagetti sauce served eggplant slice fresh oven warmed baked chocolate lava cake steamed choclate pudding mango cream freshing lime shot brandy tinge sourness
Vin's Restaurant,found place slightly underwhelming drink average whisky sour ran tonic gin tonic food decent mushroom soup pizza found place slightly underwhelming drink average whisky sour ran tonic gin tonic food decent mushroom soup pizza table next door fly wine suppose added bonus wait staff happy help thought
Vin's Restaurant,delicious vegetarian option pricey go
Vin's Restaurant,good environment wall nice japanese style painting beer still maintain economic price food bad awesome gather place couple best friend
Vin's Restaurant,cosy place
Vin's Restaurant,highly recommended mushroom pizza superb good
Vin's Restaurant,someone eat gluten free nice go restaurant adapt dish knowledgeable need thank impeccable service shahin
Vin's Restaurant,excellent itallian western food
Vin's Restaurant,wentto vin first time reading review food great interesting menu ch efknew blending local flavour western italian dish eg salted duck egg wentto vin first time reading review food great interesting menu ch efknew blending local flavour western italian dish eg salted duck egg calamari starter flavour amazing main drawback noise level music turn way high result hear table even waiter shout raise voice heard requested music volume reduce lower level waiter last less minute someone bar decides need increase back disco sound level manager came explained music level standard anything pity would coming back explore dish interesting menu maybe take away recommend place really keen food interesting meal friend guarantee wound able hear except shout like disco
Vin's Restaurant,deceived fb ad probably best pizza world seriously price charging sweet taste different topping justify price consumer paying nothing special crust thin crispy overcooked lamb rack well st last time
Vin's Restaurant,tasty pizza pasta dish cosy environment
Vin's Restaurant,nice relax
Vin's Restaurant,star food star price pasta rm another charge service fee sst star service star idk u get star ok
Vin's Restaurant,amazing food waiter sujen nice accommodating always wonderful time sure great food experience would give star could
Vin's Restaurant,good cocktail nice food
Vin's Restaurant,nice cosy environment
Vin's Restaurant,first time everything good especially food food really affordable since deli palatable nice food going decent price recommendable one first time everything good especially food food really affordable since deli palatable nice food going decent price recommendable one least mocktail cocktail customised palatable first timer problem
Vin's Restaurant,superb
Vin's Restaurant,pizza good lamb rack delicious
Vin's Restaurant,famous italian food much western food tried lamb ok
Vin's Restaurant,good neighbourhood bar
Vin's Restaurant,visiting restaurant couple time quality consistently good love mee goreng vege platter pasta yums
Vin's Restaurant,hidden gem great food quiet neighbourhood feel
Vin's Restaurant,wait hour decided remind waitress serve overcooked crab cake checked serve customer
Vin's Restaurant,glad kitchen still open takeaway lockdown thoroughly enjoyed garlic bread pure bliss salmon pasta little fishy burnt butter mushroom pasta delicious food better expected glad kitchen still open takeaway lockdown thoroughly enjoyed garlic bread pure bliss salmon pasta little fishy burnt butter mushroom pasta delicious food better expected circumstance think wait staff could done better job letting u know food done come ask fear would sorely cold time got home eat
Vin's Restaurant,great local
Vin's Restaurant,nice place chill friend even alone really tasty food drink
Vin's Restaurant,like customer service
Vin's Restaurant,nice staff
Vin's Restaurant,good food delightful ambience fairly reasonable price calamari kampung egg calamari hot could lamb pizza fantastic tawau prawn mussel pasta good flavour prawn fresh good food delightful ambience fairly reasonable price calamari kampung egg calamari hot could lamb pizza fantastic tawau prawn mussel pasta good flavour prawn fresh also couple drink enjoyed citrus sicilian definitely come back
Vin's Restaurant,pleasant
Vin's Restaurant,food ambience service great friend stomach discomfort meal
MTR,best indian veg food one awesome different type dosa idlis served ghee flavored rice item roti sweet must visit place u r kuala lumpur
MTR,native taste mtr st branch near lalbagh bangalore best healthy hygienic homely vegetarian food
MTR,india year back malaysia miss indian food aroma enteting indian restaurant ambience perfect food bisi bela bath righr tasty followed lassi india year back malaysia miss indian food aroma enteting indian restaurant ambience perfect food bisi bela bath righr tasty followed lassi buttermilk server pleasent polite overall wad perfect made homesick india
MTR,ordered masala dosa pudi masala dosa along filter coffee badaam milk masala authentic although dosa thicker one would ordered masala dosa pudi masala dosa along filter coffee badaam milk masala authentic although dosa thicker one would get mtr india complain closest good south indian breakfast
MTR,bengaluru karnataka india quality food awesome superbbb delicious taste ambiance good response staff bit difficlut get taste side country thanks mtr bengaluru karnataka india quality food awesome superbbb delicious taste ambiance good response staff bit difficlut get taste side country thanks mtr opening branch kl strongly recommend must visit place n dont miss crunchy masaala dosaaa
MTR,second time gave feedback previously owner took time respond positively ordered thali rava idli today took tastebud straight back india loved rava idli service good usual attentive keep
MTR,fantastic dose kl taste ambience feel bangalore blessing disguise hardcore vegetarian like fantastic dose kl taste ambience feel bangalore blessing disguise hardcore vegetarian like well done guy keep
MTR,place perfect vegetarian everyone love wish wifi
MTR,came mtr never realised dosa come many different size flavour go dosa place town interesting looking triangular massala dosa taste better look dosa came mtr never realised dosa come many different size flavour go dosa place town interesting looking triangular massala dosa taste better look dosa thicker thought server good sambar chutney also ordered idly think dosa going enough dosa surprisingly filling prop service value expect shell rm two dish filling meal
MTR,serf really good south indian vegetarian food price slightly pricey pricey gem restaurant ananda bhavan price example filtered indian coffee rm masala dosa rm rava idly rm uddin vada x rm portion good definitely filling
MTR,place really amazing quite relaxing serve sound indian vegetarian food best dosa ever highly recommend place everyone
MTR,today step breakfast ordered single idly plain thosai white chutney good sambar taste like sambar anyway price thosai extremely expensive pair idly cost rm never today step breakfast ordered single idly plain thosai white chutney good sambar taste like sambar anyway price thosai extremely expensive pair idly cost rm never go back paid rm thosai idli easily veg briyani price paid never go back
MTR,loved place clean hygienic place amazing location taste namma bengaluru preserved presented well staff really humble courteous want namma bengaluru food looking
MTR,awsome meal fast serve unfortunately try special mini meal got dinner time meal also great want try menu
MTR,even though price may bit higher place around vicinity tell difference quality mainly balance chutney sambaal particularly ghee many place cheap ghee throw even though price may bit higher place around vicinity tell difference quality mainly balance chutney sambaal particularly ghee many place cheap ghee throw butter replacement process cost may consuming costly place around town better tasting ghee service attentive customer base mixed
MTR,mtr wonder people give star rating star many better place offering good dosa dhal onion uthapam batter cooked sticky dhal taste sour idli spongy mtr wonder people give star rating star many better place offering good dosa dhal onion uthapam batter cooked sticky dhal taste sour idli spongy think mtr something food expensive lousy food luckily eat restaurant discovered back home never recommend place others
MTR,kannadigas bengalurian malaysia nothing homelike taste idly dose mtr
MTR,authentic south indian dosa crisp dosa simply unmatchable best dish onion rava masala dosa
MTR,close get authentic south indian food bit pricey compared similar fare kl ordered cheaper item menu meal cost rm food good definitely worth try
MTR,tastiest dosa town best south indian food ever must say perfect place vegetarian south indian food went lunch husband dahi vada nice soft properly cooked thatte tastiest dosa town best south indian food ever must say perfect place vegetarian south indian food went lunch husband dahi vada nice soft properly cooked thatte idli soft idli veggie podi dosa nice fluffy dosa gun powder sprinkled along potato masala along buttermilk staff really good polite clean place transparent kitchen make even better must go place vegetarian south indian food lover
MTR,ok ok like karnataka cuisine may try otherwise sort ok
MTR,mostly idlis thosais menu glad ragi thosai millet really thought expensive mostly idlis thosais menu glad ragi thosai millet really thought expensiveportions big pricing could rm cheaper would good side ok nothing great chutney thosai slurp
MTR,superb taste wish restrict timing certain food pm order thali set start pm
MTR,felt nostalgic mtr malaysia stayed bengaluru couple year loved food finding lip smacking yummylicious authentic south indian food malaysia made day left satisfied joyful cheer mtr thank much
MTR,last visited mtr bf year back indeed food scrumptious n temptative doubt good ambient n set customer service bit slugish seem one promoting best savoured menu last visited mtr bf year back indeed food scrumptious n temptative doubt good ambient n set customer service bit slugish seem one promoting best savoured menu lost opt idly n vada plan visit soon hope could serve patron enthusiastically ensure always worthy n pleasant visit mtr bf
MTR,place got awesome dosa south indian food super fresh
MTR,good place take friend vegetarian karnataka dish offer pleasant variety upmarket
MTR,amazing south indian food good service alcohol though essential ppl go breakfast instead
MTR,snack meal dinning room cheerful clean food quite ordinary idli gummy vada without flavour chutney also underwhelming
MTR,recommended teacher lunch yesterday stomach palette truly satisfied ambience also clean good ample parking multi storey carpark across road
MTR,nice restaurant clean comfy simple decorated nice food great delicious tosai made night cooked well like eat tosai curry waiting time quiet long peak hour service bad price also affordable recommended
MTR,great place delicious indian vegetarian dish
MTR,good south indian vegetarian food dosa crispy stuffed tasty masala served small pot ghee add flavor also bisi belebath tho comparable authentic indian food made delicious place clean easy find great service
MTR,one fav childhood restaurant south india bangalore nostalgic memory visiting place n eating indian steam rice cake elder used describe rice cake smooth gentle fragrant like jasmine flower one fav childhood restaurant south india bangalore nostalgic memory visiting place n eating indian steam rice cake elder used describe rice cake smooth gentle fragrant like jasmine flower sambar die drink like say restaurant kuala lumpur go place ever deep craving masala dosa ummm mouth watering podi dosa another killer glad happy kl dont miss going way bangalore
